ID,Name,Host Id,Host Id Verified,Host Name,Neighbourhood Group,Neighbourhood,Latitude,Longitude,Country,Instant Bookable,Cancellation Policy,Room Type,Number of Reviews,Reviews(per month),Average Ratings,Price in Dollars,Service Fee in Dollars,Minimum Nights,Availability 365,Construction Year,Property Age,Estimated Annual Revenue in Dollars,Occupancy Rate
43893506,"Uws Landmarked Townhouse 1Br, Apt 3B",53628814708,FALSE,Lisa,Manhattan,Upper West Side,40.78297,-73.98141,United States,FALSE,Moderate,Entire home/apt,2,0.07,3,635,127,90,125,2013,Mid Age,533.4,34.25%
43894059,Rg - Budget Friendly Room In The Greenpoint Area!,34865949773,FALSE,Max,Brooklyn,Greenpoint,40.73731,-73.95493,United States,TRUE,Strict,Private room,85,2.73,2,918,184,2,171,2020,New Property,30073.68,46.85%
43894611,Private Cozy Room Near Lga Airport,50583741216,FALSE,Juel,Queens,East Elmhurst,40.76432,-73.87227,United States,TRUE,Strict,Private room,333,10.64,5,"1,163",233,1,139,2007,Old Property,148491.84,38.08%
43895163,Private Large Room Near Lga Airport With Queen Bed,33030677425,FALSE,Juel,Queens,East Elmhurst,40.76509,-73.87170,United States,FALSE,Strict,Private room,255,8.17,2,552,110,1,175,2020,New Property,54118.08,47.95%
43895716,The Fenihouse Brooklyn,86287210750,FALSE,Renee,Brooklyn,Prospect-Lefferts Gardens,40.65868,-73.94992,United States,TRUE,Moderate,Entire home/apt,46,1.5,2,679,136,2,234,2016,Mid Age,12222,64.11%
43896268,Chic & Cosy Lower East Side Apartment,66154058803,TRUE,Sophie,Manhattan,Chinatown,40.71704,-73.99081,United States,FALSE,Flexible,Private room,2,0.06,3,577,115,2,0,2013,Mid Age,415.44,0.00%
43896820,Room At Home In Lower East Side,30270169728,FALSE,Andrea,Manhattan,Lower East Side,40.71833,-73.98556,United States,TRUE,Flexible,Private room,0,0.63,4,671,134,4,244,2015,Mid Age,5072.76,66.85%
43897372,Private Room Near Lga Airport With Queen Bed,46992257996,FALSE,Juel,Queens,East Elmhurst,40.76582,-73.87153,United States,FALSE,Moderate,Private room,306,9.82,5,890,178,1,155,2016,Mid Age,104877.6,42.47%
43897925,Room In Bed-Stuy Apartment,29448720486,TRUE,Darren,Brooklyn,Bedford-Stuyvesant,40.68901,-73.95371,United States,FALSE,Flexible,Private room,0,0,2,"1,148",230,1,0,2021,New Property,0,0.00%
43898477,Stylish & Spacious Apartment,30154813857,FALSE,Bertus,Brooklyn,Canarsie,40.63150,-73.90761,United States,TRUE,Flexible,Entire home/apt,88,2.85,3,"1,140",228,2,349,2010,Old Property,38988,95.62%
43899029,Ft Greene: 2-3 Bedroom Duplex W/Garden,92095210918,TRUE,Heather,Brooklyn,Fort Greene,40.69601,-73.97114,United States,TRUE,Flexible,Entire home/apt,7,0.23,4,174,35,6,5,2014,Mid Age,480.24,1.37%
43899582,Bright & Cozy 1Br/Balcony Next To 3 Subways!,4011464572,FALSE,Gala,Brooklyn,Williamsburg,40.70581,-73.95004,United States,FALSE,Moderate,Entire home/apt,72,2.31,1,981,196,3,302,2014,Mid Age,27193.32,82.74%
43900134,Big Room In Hell'S Kitchen Close To Times Square,5426166070,FALSE,Jose Diego,Manhattan,Hell'S Kitchen,40.75997,-73.98781,United States,FALSE,Moderate,Private room,0,0,4,237,47,1,0,2009,Old Property,0,0.00%
43900686,Cozy In Cobble Hill,14337514108,FALSE,Karen,Brooklyn,Carroll Gardens,40.68577,-73.99280,United States,TRUE,Moderate,Entire home/apt,0,0,2,205,41,2,0,2019,Mid Age,0,0.00%
43901239,Cute Bedroom In Hip Bushwick,29154665924,TRUE,Vanessa,Brooklyn,Bushwick,40.70279,-73.92890,United States,FALSE,Strict,Private room,2,0.06,4,376,75,7,89,2010,Old Property,270.72,24.38%
43901791,"Spacious, Cozy, Quiet 1.5 Bedroom",77730774974,FALSE,Audrey,Queens,Ridgewood,40.70501,-73.91065,United States,TRUE,Moderate,Entire home/apt,1,0.03,5,756,151,4,0,2017,Mid Age,272.16,0.00%
43902343,Amazing 3Br Triplex Family Apartment W/ Garden,47869785119,FALSE,Lisa,Manhattan,Upper West Side,40.78467,-73.98192,United States,TRUE,Moderate,Entire home/apt,0,0,4,867,173,30,362,2004,Old Property,0,99.18%
43902895,Light Filled Private Room In Red Hook!,37166351746,FALSE,Mattia,Brooklyn,Red Hook,40.67414,-74.00707,United States,FALSE,Strict,Private room,4,0.13,1,804,161,4,0,2006,Old Property,1254.24,0.00%
43903448,Charming Bedroom On The Lower East Side,39647721605,TRUE,Emily,Manhattan,Lower East Side,40.72007,-73.98559,United States,FALSE,Moderate,Private room,0,0,1,517,103,5,0,2021,New Property,0,0.00%
43904000,Clean Comfortable Room In Amazing Nyc Neighborhood,78712956800,FALSE,Jake,Queens,Ridgewood,40.70412,-73.90171,United States,TRUE,Flexible,Private room,2,0.06,4,209,42,3,0,2011,Mid Age,150.48,0.00%
43904552,Luxury Apartment Located In Riverdale.,38439353871,FALSE,Don,Bronx,North Riverdale,40.90154,-73.89791,United States,TRUE,Strict,Entire home/apt,0,0,3,746,149,7,89,2004,Old Property,0,24.38%
43905105,--Into The Heart Of Greenpoint--,78167611314,FALSE,Chris,Brooklyn,Greenpoint,40.72879,-73.95689,United States,FALSE,Strict,Entire home/apt,37,1.18,2,571,114,3,258,2009,Old Property,8085.36,70.68%
43905657,"Very Spacious And Sunny Room In Harlem, Manhattan!",80648632761,FALSE,Tatiana,Manhattan,Harlem,40.83036,-73.94346,United States,FALSE,Moderate,Private room,0,0,2,752,150,15,0,2016,Mid Age,0,0.00%
43906209,Sun-Drenched Room In Quiet Ridgewood Neighborhood,86784671201,FALSE,Norberto,Queens,Ridgewood,40.70723,-73.91107,United States,TRUE,Flexible,Private room,0,0,3,"1,110",222,5,0,2009,Old Property,0,0.00%
43906762,"Bright, Airy, Calm Brooklyn Space",97502801695,TRUE,Clare,Brooklyn,Bedford-Stuyvesant,40.68314,-73.95660,United States,TRUE,Strict,Private room,4,0.13,4,138,28,2,0,2013,Mid Age,215.28,0.00%
43907314,Modern Ridgewood Apartment!,76040751387,FALSE,Manuel,Queens,Ridgewood,40.69857,-73.90618,United States,TRUE,Moderate,Private room,20,0.64,3,637,127,4,0,2011,Mid Age,4892.16,0.00%
43907866,Cozy With Great Location !!!!,16828118779,FALSE,Nora,Brooklyn,Sheepshead Bay,40.59813,-73.95432,United States,FALSE,Strict,Shared room,47,1.58,1,491,98,1,354,2005,Old Property,9309.36,96.99%
43908418,Brooklyn Style Apartment!,13584745821,FALSE,Sandra&Orlando,Brooklyn,Flatbush,40.64438,-73.95484,United States,TRUE,Strict,Entire home/apt,15,0.49,5,"1,118",224,7,281,2008,Old Property,6573.84,76.99%
43908971,A Dose Of Williamsburg Cool,63508092379,FALSE,Matt,Brooklyn,Williamsburg,40.70885,-73.94586,United States,TRUE,Moderate,Private room,3,0.1,4,249,50,2,0,2007,Old Property,298.8,0.00%
43909523,Large Room With Private Bath & Kitchen Near Train,27069372396,FALSE,Adil,Brooklyn,Flatbush,40.63900,-73.96662,United States,FALSE,Flexible,Entire home/apt,124,3.97,1,239,48,1,64,2008,Old Property,11385.96,17.53%
43910075,Cozy Room In Brooklyn,82820832273,FALSE,Yagil,Brooklyn,Bedford-Stuyvesant,40.68997,-73.92742,United States,FALSE,Strict,Private room,11,0.35,3,906,181,8,0,2006,Old Property,3805.2,0.00%
43910628,Charming Chelsea Studio,45237487589,FALSE,Charles,Manhattan,Chelsea,40.74753,-74.00396,United States,FALSE,Moderate,Entire home/apt,7,0.31,2,550,110,3,9,2021,New Property,2046,2.47%
43911180,River View Apartment In The Bronx,98060394605,TRUE,Germaine,Bronx,Kingsbridge,40.86605,-73.90694,United States,TRUE,Moderate,Entire home/apt,3,0.16,4,731,146,26,37,2003,Old Property,1403.52,10.14%
43911732,Comfortable Room In Quite Home With Queen Size Bed,24690387871,TRUE,Carla,Brooklyn,East New York,40.66192,-73.86764,United States,TRUE,Strict,Private room,37,1.21,5,957,191,2,158,2009,Old Property,13895.64,43.29%
43912285,Private Room On Roosevelt Island,49764667448,FALSE,Erik,Manhattan,Roosevelt Island,40.76182,-73.94879,United States,TRUE,Flexible,Private room,8,0.32,5,635,127,1,0,2005,Old Property,2438.4,0.00%
43912837,Cozy Room In 3 Br Williamsburg Apartment,82810508982,TRUE,Charlotte,Brooklyn,Williamsburg,40.71457,-73.96332,United States,TRUE,Moderate,Private room,1,0.03,1,173,35,2,0,2014,Mid Age,62.28,0.00%
43913389,Super Great Williamsburg Apartment- Private Room,88735805091,TRUE,Bridgid,Brooklyn,Williamsburg,40.71330,-73.95037,United States,TRUE,Flexible,Private room,1,0.04,5,"1,172",234,1,0,2011,Mid Age,562.56,0.00%
43913941,Comfy Bedroom In Spacious Manhattan Apartment,38237397591,FALSE,Victor,Manhattan,East Harlem,40.79639,-73.93319,United States,TRUE,Moderate,Private room,24,0.86,3,414,83,3,81,2014,Mid Age,4272.48,22.19%
43914494,Charming Attic Room In Home + Backyard/Near Metro,18458003615,TRUE,Ciprian,Bronx,Fordham,40.87093,-73.89340,United States,TRUE,Moderate,Private room,84,2.74,1,249,50,3,75,2003,Old Property,8187.12,20.55%
43915046,"Charming Central 1- Bedroom Apartment, Gramercy",48988886388,TRUE,Jenna,Manhattan,Gramercy,40.73794,-73.98423,United States,TRUE,Flexible,Entire home/apt,4,0.15,5,"1,058",212,10,48,2019,Mid Age,1904.4,13.15%
43915598,Artsy Apt In Bushwick!,30225021158,TRUE,Tracy,Brooklyn,Bushwick,40.68376,-73.91121,United States,FALSE,Moderate,Private room,5,0.16,5,683,137,2,206,2008,Old Property,1311.36,56.44%
43916151,"Cozy Sunny Room In New Apartment By G, J, M Trains",27982259161,FALSE,Andrei,Brooklyn,Bedford-Stuyvesant,40.69442,-73.94362,United States,TRUE,Moderate,Private room,0,0,1,871,174,7,0,2008,Old Property,0,0.00%
43916703,Great Duplex In Crown Heights,715656089,FALSE,Tania,Brooklyn,Prospect-Lefferts Gardens,40.66075,-73.94549,United States,FALSE,Strict,Entire home/apt,0,0,2,"1,141",228,3,0,2004,Old Property,0,0.00%
43917255,Cozy Place In A Diverse City,60719415531,TRUE,Mabel,Queens,Elmhurst,40.74572,-73.87556,United States,FALSE,Moderate,Private room,2,0.07,3,"1,179",236,1,0,2006,Old Property,990.36,0.00%
43917808,Entire 1 Bedroom Apt With Great Light & Vibes :),13800125282,TRUE,Meli And Daniel,Manhattan,Chinatown,40.71489,-73.99438,United States,TRUE,Moderate,Entire home/apt,11,0.35,4,621,124,7,188,2011,Mid Age,2608.2,51.51%
43918360,Cozy & Sunlit Three Bedroom Apartment,46029189292,FALSE,Dana,Manhattan,Harlem,40.82548,-73.94983,United States,TRUE,Moderate,Entire home/apt,1,0.03,5,161,32,2,0,2012,Mid Age,57.96,0.00%
43918912,"Cozy, Quiet, 1 Bedroom Apartment - Lower East Side",13703610070,TRUE,Al,Manhattan,Lower East Side,40.71780,-73.98448,United States,TRUE,Flexible,Entire home/apt,46,1.5,1,936,187,1,31,2021,New Property,16848,8.49%
43919464,Quiet Room In Unique Carroll Gardens,5412850469,TRUE,Kristan,Brooklyn,Carroll Gardens,40.67711,-73.99692,United States,TRUE,Flexible,Private room,2,0.07,3,517,103,2,0,2011,Mid Age,434.28,0.00%
43920017,Sunny Room In Bk For Your Nyc Stay!,15616371160,FALSE,Eric,Brooklyn,Crown Heights,40.67306,-73.92334,United States,TRUE,Strict,Private room,34,1.11,4,769,154,2,29,2004,Old Property,10243.08,7.95%
43920569,Elegant 3Br With Backyard (15 Mins To Manhattan!),16905735105,FALSE,Nikita,Brooklyn,Bedford-Stuyvesant,40.68314,-73.93124,United States,TRUE,Strict,Entire home/apt,67,2.27,2,182,36,2,250,2003,Old Property,4957.68,68.49%
43921121,A Budget Comfy Room,67152553186,TRUE,Mei,Queens,Bayside,40.75377,-73.77260,United States,TRUE,Strict,Private room,22,0.7,3,719,144,15,145,2021,New Property,6039.6,39.73%
43921674,Full Apartment In Upper West Side.,34873651236,FALSE,Per Byholt Leibøl,Manhattan,Upper West Side,40.79519,-73.96945,United States,FALSE,Moderate,Entire home/apt,2,0.07,2,286,57,2,0,2020,New Property,240.24,0.00%
43922226,Brooklyn Brownstone Serenity,44619657501,TRUE,Tali,Brooklyn,Bedford-Stuyvesant,40.68588,-73.92784,United States,TRUE,Moderate,Entire home/apt,55,1.81,1,397,79,6,59,2017,Mid Age,8622.84,16.16%
43922778,Ues Beautiful Apartment Off Park Av,40325097650,TRUE,Natalia,Manhattan,Upper East Side,40.76786,-73.96973,United States,FALSE,Moderate,Entire home/apt,23,0.76,3,752,150,4,17,2017,Mid Age,6858.24,4.66%
43923331,Wyndham 2 Doubles Hotel Room,59440432813,TRUE,Rich,Manhattan,Midtown,40.75169,-73.97174,United States,FALSE,Flexible,Entire home/apt,2,0.06,5,731,146,2,0,2021,New Property,526.32,0.00%
43923883,Spectacular Townhouse 4Floor 5Bd West Village Nyc,67550220019,FALSE,Maud,Manhattan,West Village,40.73726,-74.00085,United States,FALSE,Moderate,Entire home/apt,8,0.41,5,"1,100",220,1,361,2018,Mid Age,5412,98.90%
43924435,"Amazing Location, East Village Full 3Br Apartment",95088035987,FALSE,Ben,Manhattan,East Village,40.72357,-73.98797,United States,FALSE,Strict,Entire home/apt,0,0,2,162,32,2,0,2012,Mid Age,0,0.00%
43924987,Studio In West Village,3039379886,TRUE,Eric,Manhattan,West Village,40.73243,-74.00932,United States,TRUE,Strict,Entire home/apt,1,0.03,4,549,110,4,0,2018,Mid Age,197.64,0.00%
43925540,Hamilton Heights Townhouse Apartment,69171719885,FALSE,Michael,Manhattan,Harlem,40.82255,-73.94807,United States,FALSE,Strict,Private room,30,1.18,2,724,145,4,28,2013,Mid Age,10251.84,7.67%
43926092,Cozy Bedroom In The Heart Of Williamsburg,32061434323,TRUE,Laura,Brooklyn,Williamsburg,40.71957,-73.95828,United States,FALSE,Flexible,Private room,0,0,3,"1,153",231,4,0,2019,Mid Age,0,0.00%
43926644,Cozy Room Williamsburg,80203155131,TRUE,Helena,Brooklyn,Williamsburg,40.71292,-73.94137,United States,TRUE,Flexible,Private room,4,0.13,2,427,85,3,0,2007,Old Property,666.12,0.00%
43927197,Charming Modern 1 Bedroom In Bedstuy.,84533981646,TRUE,Shaun-Curtis,Brooklyn,Bedford-Stuyvesant,40.68369,-73.94897,United States,TRUE,Strict,Entire home/apt,2,0.07,5,"1,124",225,4,0,2016,Mid Age,944.16,0.00%
43927749,"Private Studio Along The Park In Greenpoint, Bk",13920544393,TRUE,Colin,Brooklyn,Greenpoint,40.72340,-73.94136,United States,TRUE,Strict,Entire home/apt,5,0.17,1,706,141,3,0,2015,Mid Age,1440.24,0.00%
43928301,Cozy Attic Rm In Private Home Backyard/Near Metro,52833877472,FALSE,Ciprian,Bronx,Fordham,40.86909,-73.89396,United States,TRUE,Moderate,Private room,74,2.42,4,274,55,3,84,2018,Mid Age,7956.96,23.01%
43928854,Lavish Upscale  Room. Unforgettable.,88957496746,TRUE,Iza,Manhattan,East Harlem,40.78983,-73.94419,United States,FALSE,Flexible,Private room,73,3.32,1,890,178,1,34,2015,Mid Age,35457.6,9.32%
43929406,Serene Atmosphere In Manhattan,43842842315,FALSE,Natalia,Manhattan,Inwood,40.87247,-73.91927,United States,FALSE,Moderate,Private room,11,0.36,5,987,197,2,29,2004,Old Property,4263.84,7.95%
43929958,Charming East Village Apartment With Patio,87414596798,FALSE,Mary Grace,Manhattan,East Village,40.72528,-73.98854,United States,FALSE,Moderate,Private room,0,0,2,428,86,3,0,2005,Old Property,0,0.00%
43930510,New Years Eve In A Bright And Airy Uws One Bedroom,32371302969,TRUE,Sarah,Manhattan,Upper West Side,40.78592,-73.97331,United States,TRUE,Strict,Entire home/apt,1,0.03,2,911,182,2,0,2010,Old Property,327.96,0.00%
43931063,"Great Room &Host, Steps From #1 Train",57488019010,FALSE,Dee,Manhattan,Harlem,40.82378,-73.95354,United States,TRUE,Flexible,Private room,13,0.67,3,812,162,60,0,2010,Old Property,6528.48,0.00%
43931615,Luxurious Studio In Heart Of Nyc!,20013508195,TRUE,Amit,Manhattan,Theater District,40.75527,-73.98507,United States,TRUE,Moderate,Entire home/apt,5,0.16,2,"1,014",203,2,0,2014,Mid Age,1946.88,0.00%
43932167,Quiet And Cozy Apartment In Greenwich Village,31567150441,TRUE,Sandra,Manhattan,Noho,40.72571,-73.99506,United States,TRUE,Strict,Entire home/apt,3,0.1,2,991,198,3,0,2012,Mid Age,1189.2,0.00%
43932720,Cozy And Sunny 2 Br Apartment In Trendy Greenpoint,47896734089,FALSE,Suzanne,Brooklyn,Greenpoint,40.73475,-73.95543,United States,TRUE,Moderate,Entire home/apt,4,0.13,4,502,100,4,0,2014,Mid Age,783.12,0.00%
43933272,Great Bedroom In East Williamsburg (+ Rooftop!!),37565513003,TRUE,Brian,Brooklyn,Williamsburg,40.70806,-73.94270,United States,TRUE,Moderate,Private room,1,0.03,5,111,22,5,0,2019,Mid Age,39.96,0.00%
43933824,"Private 1 Br In 4 Br Apartment, By L Train",46165801769,TRUE,Sasha,Brooklyn,Williamsburg,40.71443,-73.96154,United States,TRUE,Strict,Private room,4,0.13,5,118,24,1,0,2014,Mid Age,184.08,0.00%
43934377,Luxury Apartment In The Heart Of Williamsburg,14540624757,TRUE,Florian,Brooklyn,Williamsburg,40.71809,-73.95383,United States,FALSE,Strict,Entire home/apt,2,0.07,2,511,102,3,0,2008,Old Property,429.24,0.00%
43934929,East Village Studio Apt W/Private Courtyard Oasis,69424543926,FALSE,Steven,Manhattan,East Village,40.72920,-73.98156,United States,TRUE,Strict,Entire home/apt,1,0.03,5,309,62,6,0,2021,New Property,111.24,0.00%
43935481,Cozy Shared Male Room At Center Of Manhattan Iii\),35540655492,FALSE,Max,Manhattan,Lower East Side,40.71239,-73.98626,United States,TRUE,Flexible,Shared room,0,0,1,154,31,14,342,2016,Mid Age,0,93.70%
43936033,Private Room In Sun-Drenched Apartment,52772076219,TRUE,Anne,Manhattan,Harlem,40.80883,-73.94577,United States,FALSE,Strict,Private room,20,0.65,3,402,80,30,15,2021,New Property,3135.6,4.11%
43936586,Cozy Stylish Central Park Private Suite,25087725083,TRUE,Jack - Philippe,Manhattan,East Harlem,40.79677,-73.94823,United States,TRUE,Flexible,Private room,85,2.79,2,"1,132",226,2,117,2016,Mid Age,37899.36,32.05%
43937138,"Charming Bedroom, Great Location !",24142342206,TRUE,Maude,Brooklyn,Williamsburg,40.70769,-73.94548,United States,FALSE,Flexible,Private room,2,0.07,1,606,121,2,0,2006,Old Property,509.04,0.00%
43937690,"Cozy Apartment In Brooklyn, Ny",32533040342,TRUE,Clifton,Brooklyn,Crown Heights,40.67816,-73.95112,United States,FALSE,Moderate,Entire home/apt,0,0,2,819,164,7,0,2014,Mid Age,0,0.00%
43938243,Sunny Studio Apartment,8070195815,TRUE,Felix,Manhattan,Harlem,40.82179,-73.94777,United States,TRUE,Flexible,Entire home/apt,0,0,3,"1,144",229,4,0,2020,New Property,0,0.00%
43938795,Room In The Heights!,64938813208,FALSE,Mordechai,Manhattan,Washington Heights,40.85204,-73.92886,United States,TRUE,Strict,Private room,0,0,3,"1,167",233,4,0,2013,Mid Age,0,0.00%
43939347,Private Studio & Kitchen In Renovated Brownstone,66222429300,TRUE,Mónica,Brooklyn,Bedford-Stuyvesant,40.68974,-73.94283,United States,FALSE,Strict,Entire home/apt,68,2.28,5,418,84,2,232,2007,Old Property,11436.48,63.56%
43939900,Apartment In The Heart Of Williamsburg Brooklyn!,25785602294,TRUE,Mat,Brooklyn,Williamsburg,40.71381,-73.95041,United States,TRUE,Strict,Entire home/apt,112,3.65,1,824,165,1,221,2004,Old Property,36091.2,60.55%
43940452,Bright And Cozy 1Br In Crown Heights,54064590888,FALSE,Morgan,Brooklyn,Crown Heights,40.67769,-73.95309,United States,FALSE,Flexible,Entire home/apt,5,0.17,3,851,170,3,8,2018,Mid Age,1736.04,2.19%
43941004,"浪漫民宿,环境优美,停车方便,独立洗手间和马桶,浴室共用｡ (Website Hidden By Airbnb)",12898642787,FALSE,Emmy,Queens,Flushing,40.75482,-73.80368,United States,TRUE,Strict,Private room,52,2.03,3,"1,181",236,1,0,2011,Mid Age,28769.16,0.00%
43941556,Penthouse Oasis In The Heart Of Chelsea /Flatiron,500185028,FALSE,Rami,Manhattan,Gramercy,40.73741,-73.99003,United States,FALSE,Moderate,Entire home/apt,9,0.29,3,"1,006",201,10,19,2019,Mid Age,3500.88,5.21%
43942109,Cozy Room,34962835058,TRUE,Genya,Brooklyn,Sheepshead Bay,40.60664,-73.95402,United States,TRUE,Flexible,Private room,0,0,2,105,21,1,0,2011,Mid Age,0,0.00%
43942661,Midtown Loft,20314847211,TRUE,Lou,Manhattan,Midtown,40.75092,-73.98636,United States,FALSE,Flexible,Entire home/apt,5,0.16,1,660,132,2,0,2017,Mid Age,1267.2,0.00%
43943213,Sunny And Large Bedroom In Williamsburg Apartment,22661792381,FALSE,Shachi,Brooklyn,Williamsburg,40.71451,-73.93959,United States,TRUE,Strict,Private room,7,0.23,4,"1,056",211,1,89,2014,Mid Age,2914.56,24.38%
43957573,Private Room Blocks From Union Square,26830455504,TRUE,Claudio,Manhattan,Stuyvesant Town,40.73125,-73.97891,United States,FALSE,Strict,Private room,0,0,4,"1,162",232,1,0,2009,Old Property,0,0.00%
43958125,Cozy 2Bedroom Apt. In Astoria,5487246671,TRUE,Carl,Queens,Astoria,40.76793,-73.91918,United States,TRUE,Flexible,Entire home/apt,2,0.11,4,110,22,3,0,2015,Mid Age,145.2,0.00%
43958678,"Big, Sunny Bedroom In Apartment With Modern Decor",32212847596,FALSE,Michael,Brooklyn,Williamsburg,40.71310,-73.94981,United States,TRUE,Strict,Private room,14,0.5,2,655,131,28,0,2013,Mid Age,3930,0.00%
43959230,90 Washington St Luxury Apartment,47477841146,FALSE,Raymond,Manhattan,Financial District,40.70742,-74.01544,United States,TRUE,Moderate,Entire home/apt,1,0.03,3,"1,160",232,30,342,2019,Mid Age,417.6,93.70%
43959782,307 E 44Th St 1Br Great Loc,28871539270,TRUE,Raymond,Manhattan,Midtown,40.75006,-73.97007,United States,TRUE,Strict,Entire home/apt,3,0.12,1,993,199,30,350,2007,Old Property,1429.92,95.89%
43960335,7 Mins From Times Sq! Modern Elevator Building!,8057151250,TRUE,Eki,Manhattan,Hell'S Kitchen,40.76418,-73.98885,United States,TRUE,Strict,Entire home/apt,0,0,4,987,197,4,0,2004,Old Property,0,0.00%
43960887,Charming Studio In Midtown East,16829236807,FALSE,Ali,Manhattan,Midtown,40.75827,-73.96196,United States,TRUE,Strict,Entire home/apt,7,0.38,1,755,151,5,0,2017,Mid Age,3442.8,0.00%
43961439,Master Bedroom In Stylish Apartment,23340325633,FALSE,Amitis,Brooklyn,Greenpoint,40.72838,-73.94739,United States,FALSE,Flexible,Private room,2,0.07,1,672,134,1,0,2017,Mid Age,564.48,0.00%
